,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIËN,N░ SALAS DE PARTOS,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,CRED NIÐOS,MENORES 1 AÐO TERCERA DOSIS PENTAVALENTE,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. PAUCARTAMBO _per_2016-TOTAL,1266,1305,436,0,2,1,734,734,1,1305,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,568,1,2,444,444,1,1329,2963,0,0,291,291,491,491,8635,7913,109,200,53,14,228,2,0,0,236,0,767,0,39,0,19,0,17,0,0,0,17,0,12,12,0,0,0
C.M. SAN FRANCISCO _per_2016-01,2497,2940,144,655,7,5,681,726,8,2497,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,2,3,200,209,2,590,1622,1691,2077,479,444,831,773,7824,5073,377,512,7,93,457,41,0,314,502,231,0,0,0,2,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2016-02,1397,2264,124,727,6,4,583,584,6,1397,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,2,3,306,306,2,912,2506,2047,2538,438,356,746,606,7994,4809,279,291,6,60,449,30,0,333,462,184,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2016-03,1181,2410,151,847,7,5,680,737,8,1181,3275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,2,3,279,292,2,835,2272,1149,1636,364,270,621,452,9696,5756,141,474,4,66,465,50,0,294,407,169,0,0,0,2,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2016-04,1068,2320,157,539,7,5,757,761,8,1068,3619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,2,3,256,276,2,759,1834,1495,1940,284,235,493,410,9970,6205,240,509,6,77,531,62,0,288,564,197,0,0,0,2,8,0,6,0,0,0,2,0,6,1,0,0,0
C.M. SAN FRANCISCO _per_2016-05,800,2031,138,611,7,5,690,717,8,800,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,2,3,275,284,2,827,2002,1042,1494,383,309,666,535,9918,6028,182,552,2,58,580,40,0,178,484,27,0,0,0,0,16,0,12,0,0,0,8,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-06,1173,1338,161,564,7,6,586,650,8,1173,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,2,3,272,284,2,823,2097,1118,1591,338,267,583,455,8275,4916,184,417,7,65,425,42,0,171,488,0,0,0,2,0,16,0,16,0,0,0,4,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-07,556,1524,119,656,7,6,614,654,8,556,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,2,3,268,280,2,817,1984,1199,1582,442,350,762,600,8795,4929,274,438,2,46,459,43,0,184,533,0,0,0,3,0,14,0,18,0,0,0,8,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-08,578,1533,138,581,7,6,655,700,8,578,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,2,3,190,195,2,579,1445,1213,1884,463,289,789,476,9449,5217,207,474,6,65,562,46,0,176,584,0,0,0,3,0,16,0,24,0,0,0,8,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-09,545,1718,126,420,7,6,781,785,8,545,3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,2,3,258,267,2,778,1913,2471,3935,431,320,741,537,10711,6154,384,559,2,64,585,63,0,184,550,0,0,0,5,0,4,0,12,0,0,0,8,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-10,357,1088,99,442,7,6,574,610,8,357,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,2,3,275,284,2,823,2016,2393,3636,588,398,1031,700,9311,4690,199,337,4,61,510,41,0,194,575,0,0,0,2,0,8,0,12,0,0,0,2,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-11,457,1405,119,420,7,6,701,782,8,457,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,2,3,271,284,2,820,1985,1945,3064,652,482,1120,819,10020,5699,432,433,4,110,476,27,0,183,538,0,0,0,2,0,2,0,8,0,0,0,2,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-12,297,1026,78,293,7,6,602,718,8,297,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,2,3,204,217,2,594,1469,2336,3525,412,308,714,534,9831,5203,241,446,9,58,539,42,0,171,540,0,0,0,4,0,8,0,18,0,1,0,2,0,6,2,0,0,0
C.M. SAN FRANCISCO _per_2016-TOTAL,10906,21597,1554,6755,7,6,7904,8424,8,10906,37365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5356,2,3,3054,3178,2,9157,23145,20099,28902,5274,4028,9097,6897,111794,64679,3140,5442,59,823,6038,527,0,2670,6227,808,0,0,21,7,108,0,138,0,1,0,48,0,72,20,0,0,0
C.M. SAN JUAN _per_2016-01,1554,1556,78,0,4,3,398,394,4,1556,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,0,32,0,685,2,4,420,428,5,1309,3596,4633,5158,279,264,404,381,4523,3379,72,617,70,15,371,10,8,451,1859,441,1015,414,0,3,0,0,16,0,44,0,3,0,7,3,0,0,0
C.M. SAN JUAN _per_2016-02,1090,1093,78,0,4,3,498,496,4,1093,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,147,0,32,0,392,2,4,372,390,4,1138,2874,6342,6864,223,214,355,344,5068,3964,173,809,103,12,504,12,8,444,1649,373,771,413,0,0,0,0,8,0,46,0,14,0,7,3,0,0,0
C.M. SAN JUAN _per_2016-03,976,977,85,0,4,3,508,508,4,977,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,170,0,33,0,405,2,4,399,408,4,1220,3105,5762,6428,315,293,449,414,5537,4440,144,655,123,19,550,16,0,406,1713,425,916,443,0,3,0,0,8,0,71,0,6,0,7,3,0,0,0
C.M. SAN JUAN _per_2016-04,763,763,86,0,4,3,502,518,5,763,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,33,0,325,2,4,412,426,4,1245,3136,4698,5968,166,152,195,176,6111,4896,184,601,119,31,465,10,6,416,1728,419,1187,426,5,4,0,0,8,0,54,24,11,0,7,3,0,0,0
C.M. SAN JUAN _per_2016-05,593,593,65,0,4,3,500,492,5,593,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,0,33,0,277,2,4,448,452,4,1363,3523,3931,4643,217,199,250,225,5734,4359,156,599,58,26,462,16,7,347,1635,386,1352,406,3,5,0,0,8,0,52,0,22,0,7,4,0,0,0
C.M. SAN JUAN _per_2016-06,488,493,52,0,4,3,493,484,5,493,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,33,0,282,2,4,444,454,4,1358,3701,3169,3680,248,240,194,185,5642,4324,211,541,60,21,361,18,3,373,1485,324,1086,373,0,3,0,0,8,0,28,0,21,0,7,4,0,0,0
C.M. SAN JUAN _per_2016-07,392,393,56,0,4,3,488,497,5,393,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112,0,33,0,303,2,5,528,546,5,1623,4182,3534,3862,270,244,276,240,5547,4441,115,471,77,22,352,15,4,318,1297,317,1185,196,17,6,0,0,8,0,0,2,27,0,7,4,0,0,0
C.M. SAN JUAN _per_2016-08,339,339,64,0,4,3,418,418,5,339,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189,1,34,0,95,2,4,546,574,5,1687,4394,3173,3797,203,196,191,180,5242,3908,167,387,87,30,423,14,10,253,1577,301,1090,289,16,11,16,0,8,0,0,0,2,6,6,4,0,0,0
C.M. SAN JUAN _per_2016-09,396,398,70,0,4,3,596,604,5,398,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,34,0,615,2,4,411,414,4,1276,3534,4821,5359,358,335,417,393,6587,5425,120,547,61,46,412,14,0,260,1597,330,1172,306,4,0,4,0,8,0,5,0,6,0,6,4,0,0,0
C.M. SAN JUAN _per_2016-10,364,365,63,0,4,3,565,568,5,365,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,181,0,35,0,598,2,4,482,505,5,1500,3951,3913,4547,204,199,298,289,6290,5253,175,501,58,21,403,18,0,233,1530,292,1252,336,7,0,0,0,8,0,30,0,3,0,6,4,0,0,0
C.M. SAN JUAN _per_2016-11,302,302,70,0,4,3,582,596,5,302,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,175,1,35,0,191,2,4,225,236,3,731,1916,3815,4435,278,273,134,129,6298,5355,92,456,45,19,377,12,0,305,1366,322,1141,291,0,0,0,0,8,0,11,0,21,0,6,4,0,0,0
C.M. SAN JUAN _per_2016-12,275,275,74,0,4,3,598,598,4,275,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,35,0,162,2,4,363,382,4,1128,2873,2812,3226,201,198,142,139,6350,5433,66,490,54,22,357,7,0,326,1323,242,1066,310,0,8,2,0,8,0,0,5,3,0,6,4,0,0,0
C.M. SAN JUAN _per_2016-TOTAL,7532,7547,841,0,4,3,6146,6173,5,7547,30673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2000,2,402,0,4330,2,4,5050,5215,4,15578,40785,50603,57967,2962,2807,3305,3095,68929,55177,1675,6674,915,284,5037,162,46,4132,18759,4172,13233,4203,52,43,22,0,104,0,341,31,139,6,79,44,0,0,0
C.M. SIHUAS _per_2016-01,519,519,6,0,2,2,116,120,2,519,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,146,0,3,0,148,1,1,88,104,1,270,763,0,0,1,0,0,0,1850,1126,4,4,21,0,83,1,0,0,578,0,231,0,6,0,2,0,2,0,62,0,4,0,4,1,0,0,0
C.M. SIHUAS _per_2016-02,362,362,10,0,2,2,127,127,2,362,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,1,0,2,150,0,23,0,59,1,1,64,100,1,175,472,445,445,6,5,11,9,1821,1012,37,20,12,1,89,1,0,0,600,0,253,0,5,0,1,0,2,0,31,0,4,0,4,1,0,0,0
C.M. SIHUAS _per_2016-03,254,254,8,0,2,2,136,136,2,254,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220,0,22,0,70,1,1,72,100,1,245,654,1074,1075,14,12,26,22,1986,913,14,42,19,1,81,4,0,0,666,0,257,0,0,0,0,0,1,0,8,0,7,0,4,1,0,0,0
C.M. SIHUAS _per_2016-04,207,207,5,0,2,2,132,140,2,207,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,255,0,17,0,76,1,1,64,100,1,150,456,860,861,25,16,39,22,2342,1109,60,39,15,12,93,4,0,0,785,0,277,0,3,0,0,0,1,0,16,0,8,0,5,1,0,0,0
C.M. SIHUAS _per_2016-05,151,151,14,0,2,2,132,148,2,151,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,1,0,0,309,0,17,0,62,1,1,92,104,1,202,573,780,805,19,14,23,20,2436,1135,17,59,17,0,94,1,0,0,877,0,204,0,1,0,3,0,0,0,21,0,0,0,4,1,0,0,0
C.M. SIHUAS _per_2016-06,124,124,17,0,2,2,123,139,2,124,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232,0,23,0,64,1,1,64,100,1,140,410,739,758,21,16,37,28,1990,1097,16,82,37,15,76,2,0,0,822,0,179,0,1,0,2,0,0,0,25,0,12,0,3,1,0,0,0
C.M. SIHUAS _per_2016-07,129,129,22,0,2,2,142,148,2,129,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,258,0,12,0,52,1,1,64,96,1,155,469,1003,1062,15,9,21,13,2386,1365,33,124,36,15,90,1,0,0,917,0,296,0,6,0,9,0,2,0,32,0,16,0,3,1,0,0,0
C.M. SIHUAS _per_2016-08,88,88,14,0,2,2,134,146,2,88,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,1,0,0,354,0,14,0,78,1,1,92,102,1,268,833,778,778,9,5,10,6,2734,1242,70,107,20,16,77,1,0,0,883,0,333,0,8,0,6,0,2,0,7,0,14,0,3,1,0,0,0
C.M. SIHUAS _per_2016-09,60,60,10,0,2,2,146,158,2,60,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,308,0,38,0,22,1,1,76,150,1,168,503,659,659,14,7,17,9,2642,1280,76,67,27,25,99,1,0,0,761,0,355,0,24,0,5,0,3,0,0,0,10,0,4,1,0,0,0
C.M. SIHUAS _per_2016-10,72,72,16,0,2,2,137,141,2,72,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,266,0,12,0,97,1,1,78,150,1,175,494,627,627,13,8,24,16,2447,1393,27,63,30,1,136,3,0,0,890,0,334,0,19,0,6,0,2,0,50,0,2,0,4,1,0,0,0
C.M. SIHUAS _per_2016-11,61,61,19,0,2,2,138,144,2,61,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,1,0,2,265,0,26,0,60,1,1,62,100,1,131,354,893,893,20,12,31,20,2322,1230,30,96,16,10,90,3,0,0,881,0,254,0,13,0,7,0,2,0,70,0,8,0,4,1,0,0,0
C.M. SIHUAS _per_2016-12,125,125,26,0,2,2,155,163,2,125,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,4,1,0,0,297,0,22,0,68,1,1,78,100,1,159,429,838,838,14,14,28,28,2692,1408,48,59,38,12,109,3,0,0,1098,0,321,0,37,0,6,0,1,0,41,0,10,0,4,1,0,0,0
C.M. SIHUAS _per_2016-TOTAL,2152,2152,167,0,2,2,1618,1710,2,2152,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,30,1,0,5,3060,0,229,0,856,1,1,894,1306,1,2238,6410,8696,8801,171,118,267,193,27648,14310,432,762,288,108,1117,25,0,0,9758,0,3294,0,123,0,47,0,18,0,363,0,95,0,46,12,0,0,0
C.M. TAMBO GRANDE _per_2016-01,737,738,61,0,2,2,150,162,1,738,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,268,1,1,94,94,1,303,765,0,0,107,55,161,87,5634,2021,72,32,0,6,204,13,6,266,296,0,378,187,0,0,6,0,0,0,1,0,0,0,3,1,0,0,0
C.M. TAMBO GRANDE _per_2016-02,905,905,103,0,3,2,223,239,2,905,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,21,0,0,198,1,1,100,100,1,317,741,0,0,138,99,213,149,5902,3042,24,42,3,14,224,13,7,280,343,0,404,228,0,0,9,0,1,0,4,0,0,5,3,1,0,0,0
C.M. TAMBO GRANDE _per_2016-03,324,324,37,0,1,2,103,103,1,324,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,20,0,0,155,1,1,92,92,1,279,556,0,0,127,97,184,144,5251,1324,45,24,1,5,231,12,5,221,333,0,359,190,2,0,10,0,1,0,0,0,0,8,3,1,0,1,0
C.M. TAMBO GRANDE _per_2016-04,318,318,61,0,2,2,114,122,1,318,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,121,1,1,92,96,1,276,552,0,0,144,98,203,136,5505,1210,79,31,0,12,198,9,5,152,378,0,285,188,0,0,4,0,0,0,0,0,0,8,3,1,0,0,0
C.M. TAMBO GRANDE _per_2016-05,299,299,75,0,2,2,94,94,1,299,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,132,1,1,90,90,1,266,625,0,0,118,83,205,139,3556,895,76,33,1,12,227,5,0,217,344,0,247,46,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0
C.M. TAMBO GRANDE _per_2016-06,480,481,110,0,2,2,183,183,2,481,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,132,1,1,92,92,1,269,535,0,0,145,61,244,105,6261,1636,58,29,0,17,186,17,6,222,316,0,379,243,1,0,16,0,0,0,0,0,0,6,3,1,0,1,0
C.M. TAMBO GRANDE _per_2016-07,389,389,105,0,2,2,172,172,2,389,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,111,1,1,86,86,1,260,522,0,0,117,44,169,64,4990,1843,98,37,1,21,202,10,5,242,306,0,469,134,2,0,14,0,0,0,0,0,0,2,3,1,0,1,0
C.M. TAMBO GRANDE _per_2016-08,363,364,115,0,2,2,177,185,2,364,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,132,1,1,92,96,1,283,568,0,0,143,75,212,112,5878,2109,211,27,1,25,223,14,5,260,531,0,471,190,0,0,10,0,0,0,1,0,0,3,3,1,0,0,0
C.M. TAMBO GRANDE _per_2016-09,411,411,127,0,2,2,167,169,2,411,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,9,0,0,120,1,1,90,90,1,276,556,0,0,182,69,272,106,6009,1863,95,105,0,12,208,10,8,190,349,0,411,125,0,0,9,0,0,0,0,0,0,0,3,1,0,2,0
C.M. TAMBO GRANDE _per_2016-10,327,327,125,0,2,2,176,176,2,327,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,16,0,0,123,1,1,80,92,1,267,596,0,0,185,82,284,137,5617,1829,143,29,0,20,242,9,5,240,366,0,398,141,0,0,7,0,1,0,0,0,0,3,2,1,0,0,0
C.M. TAMBO GRANDE _per_2016-11,362,363,161,0,2,2,182,186,2,363,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,12,0,0,105,1,1,89,92,1,261,522,0,0,185,79,291,133,5656,2198,165,30,1,15,156,6,4,305,354,0,420,70,2,0,15,0,1,0,0,0,0,0,2,1,0,4,0
C.M. TAMBO GRANDE _per_2016-12,309,309,120,0,2,2,169,177,2,309,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,0,0,121,1,1,84,92,1,260,520,0,0,167,74,263,130,5887,1967,118,30,0,9,174,11,5,281,341,0,312,59,0,0,11,0,1,0,0,0,0,0,2,1,0,4,0
C.M. TAMBO GRANDE _per_2016-TOTAL,5224,5228,1200,0,2,2,1910,1968,2,5228,9956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,184,137,0,0,1718,1,1,1081,1112,1,3317,7058,0,0,1758,916,2701,1442,66146,21937,1184,449,8,168,2475,129,61,2876,4257,0,4533,1801,7,0,112,0,5,0,6,0,0,36,33,12,0,14,0
C.M. URCOS _per_2016-01,511,512,49,0,1,2,115,115,1,512,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,224,1,1,97,100,1,290,813,1161,1337,0,0,0,0,1897,1624,21,35,6,7,106,7,0,0,315,0,205,0,0,0,0,0,4,0,10,0,2,0,2,1,0,0,0
C.M. URCOS _per_2016-02,515,515,45,0,2,2,178,178,2,515,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,149,1,1,104,104,1,313,781,1624,1796,0,0,0,0,1801,1570,78,271,6,0,83,5,0,0,271,0,236,0,0,0,1,0,4,0,15,0,1,0,2,1,0,0,0
C.M. URCOS _per_2016-03,280,281,31,0,2,2,147,148,2,281,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,0,0,97,1,1,92,92,1,275,630,962,1048,0,0,0,0,1722,1478,56,206,10,6,81,4,0,0,188,0,189,0,0,0,1,0,4,4,5,0,4,0,2,1,0,0,0
C.M. URCOS _per_2016-04,312,312,28,0,2,2,159,165,2,312,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,107,1,1,99,100,1,297,737,1072,1177,0,0,0,0,1626,1407,31,188,6,4,95,3,0,0,237,0,295,0,0,0,4,0,4,4,4,0,4,0,2,2,0,0,0
C.M. URCOS _per_2016-05,253,253,62,0,2,2,156,169,2,253,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,91,1,1,99,100,1,296,778,723,775,0,0,0,0,1668,1482,79,182,2,7,50,10,0,0,38,0,333,0,0,0,1,0,4,4,2,0,4,0,2,2,0,0,0
C.M. URCOS _per_2016-06,191,195,50,0,2,2,143,155,2,195,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,108,1,1,89,92,1,267,671,822,920,0,0,0,0,1560,1355,72,113,4,9,79,2,0,0,277,0,220,0,1,0,0,0,4,0,4,0,4,0,2,1,0,0,0
C.M. URCOS _per_2016-07,168,169,54,0,2,2,126,134,2,169,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,108,1,1,95,95,1,284,639,778,919,0,0,0,0,1398,1206,50,131,6,11,93,5,0,0,54,0,254,0,1,0,0,0,4,0,16,0,2,0,2,1,0,0,0
C.M. URCOS _per_2016-08,120,120,38,0,1,2,96,96,1,120,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,107,1,1,96,96,1,290,630,689,842,0,0,0,0,1080,819,52,66,12,8,99,2,0,0,126,0,244,0,1,0,0,0,4,0,23,0,3,0,2,1,0,0,0
