,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Primera Consulta Médico Prev,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Nutrición,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Psicoprofilaxis de Enfermería,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
C.A.P.I-CHURCAMPA_per_2017-05,595,,84,8,84,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,3,8,9,351,1144,76,1,100,100,1,2,1471,475,500,261,,,,,5,9,1,22,364,,,1,,,1,,3,1,,2,,,,,
C.A.P.I-CHURCAMPA_per_2017-06,662,,89,12,89,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,4,0,13,477,1644,113,1,100,100,1,2,1440,554,305,171,,,,,6,13,0,110,353,,,1,,,1,,2,0,,2,,,,,
C.A.P.I-CHURCAMPA_per_2017-07,683,,58,14,58,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,0,7,15,474,1651,79,1,100,100,1,2,1758,496,615,246,,,,,5,16,0,59,386,,,2,,,0,,2,1,,2,,,,,
C.A.P.I-CHURCAMPA_per_2017-08,680,,45,9,45,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,3,5,3,474,1927,59,1,100,100,1,2,1865,553,734,439,,,,,0,18,1,41,331,,,2,,,0,,2,0,,2,,,,,
C.A.P.I-CHURCAMPA_per_2017-09,683,,61,19,61,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,5,4,11,449,1727,61,1,100,100,1,2,1981,575,566,298,,,,,6,20,0,40,405,,,2,,,0,,3,0,,1,,,,,
C.A.P.I-CHURCAMPA_per_2017-10,687,,25,12,25,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,2,9,512,1690,45,1,100,100,1,2,1939,548,578,317,,,,,4,19,0,35,514,,,2,,,0,,3,0,,3,,,,,
C.A.P.I-CHURCAMPA_per_2017-11,544,,25,12,25,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,4,5,7,473,1423,35,1,100,100,1,2,1734,474,408,244,,,,,5,9,0,7,506,,,1,,,0,,2,0,,2,,,,,
C.A.P.I-CHURCAMPA_per_2017-12,662,,25,16,25,1,100,100,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,1,5,491,1710,33,1,100,100,1,2,1570,508,401,152,,,,,0,17,2,40,372,,,1,,,3,,2,0,,2,,,,,
C.A.P.I-CORACORA_per_2017-01,573,,540,27,540,1,100,114,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,3,4,0,310,825,285,1,100,100,1,1,1364,1119,,,,,,,,60,4,0,350,,,1,,,4,,3,10,,4,,,,,
C.A.P.I-CORACORA_per_2017-02,356,,329,10,329,1,100,71,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,1,0,288,633,257,1,100,100,1,1,817,721,,,,,,,,16,3,0,320,,,1,,,2,,3,10,,2,,,,,
C.A.P.I-CORACORA_per_2017-03,481,,372,31,372,1,100,96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,10,13,0,216,540,154,1,100,100,1,1,1377,1214,,,,,,,,29,4,0,375,,,1,,,2,,2,10,,2,,,,,
C.A.P.I-CORACORA_per_2017-04,446,,261,32,261,1,100,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,21,40,0,157,363,83,1,100,100,1,1,1355,1157,,,,,,,,15,4,0,365,,,1,,,3,,3,10,,3,,,,,
C.A.P.I-CORACORA_per_2017-05,538,,254,55,254,1,150,108,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1,0,56,15,199,431,125,1,71,144,1,1,1585,1361,,,,,,,,11,0,16,176,,,1,,,6,,3,1,,2,,,,,
C.A.P.I-CORACORA_per_2017-06,264,,93,11,93,2,114,53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,1,23,8,235,564,131,1,85,138,1,1,1339,1141,,,,,,,,13,0,0,251,,,1,,,6,,3,1,,2,,,,,
C.A.P.I-CORACORA_per_2017-07,176,,58,33,58,1,78,35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0,314,662,127,1,105,124,1,1,645,451,,,,,,,,40,0,0,184,,,3,,,6,,3,3,,0,,,,,
C.A.P.I-CORACORA_per_2017-08,592,,188,81,188,1,182,118,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,14,4,292,692,123,1,108,150,1,1,1704,1449,,,,,,,,21,2,0,266,,,1,,,6,,3,6,,3,,,,,
C.A.P.I-CORACORA_per_2017-09,595,,152,64,152,1,298,119,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,0,18,37,269,538,106,1,100,142,1,1,1406,1271,,,,,,,,0,0,0,210,,,1,,,6,,3,0,,2,,,,,
C.A.P.I-CORACORA_per_2017-10,655,,138,25,138,2,252,131,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,2,18,36,266,594,99,1,89,150,1,1,1966,1765,,,,,,,,32,0,0,234,,,1,,,4,,3,0,,2,,,,,
C.A.P.I-CORACORA_per_2017-11,686,,127,32,127,2,256,137,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,26,48,253,569,51,1,100,150,1,1,2008,1781,,,,,,,,0,0,0,253,,,1,,,2,,4,4,,3,,,,,
C.A.P.I-CORACORA_per_2017-12,410,,66,23,66,1,146,82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,47,0,0,41,6,222,509,77,1,77,140,1,1,991,860,,,,,,,,32,0,5,179,,,3,,,6,,3,4,,2,,,,,
C.A.P.I-DESAGUADERO_per_2017-01,460,,363,19,363,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,265,726,212,1,88,100,1,1,866,738,383,372,,,,,3,14,2,0,344,192,,0,3,,0,,2,0,0,0,,,,,
C.A.P.I-DESAGUADERO_per_2017-02,505,,273,33,273,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,12,,283,658,151,1,100,100,1,1,772,649,289,283,,,,,3,6,3,0,292,214,,0,0,,0,,1,0,0,3,,,,,
C.A.P.I-DESAGUADERO_per_2017-03,535,,198,33,198,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,17,,283,724,135,1,100,100,1,1,1100,921,527,527,,,,,3,14,1,0,397,268,,0,0,,1,,1,0,0,3,,,,,
C.A.P.I-DESAGUADERO_per_2017-04,526,,152,35,152,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,296,691,115,1,100,100,1,1,943,761,447,422,,,,,10,18,1,46,411,294,,0,0,,0,,1,0,0,7,,,,,
C.A.P.I-DESAGUADERO_per_2017-05,510,,132,44,132,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,12,,273,572,106,1,100,100,1,1,869,725,898,866,,,,,0,21,1,76,414,258,,2,0,,0,,1,3,0,1,,,,,
C.A.P.I-DESAGUADERO_per_2017-06,514,,136,76,136,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,299,624,116,1,100,100,1,1,947,815,546,526,,,,,2,17,1,58,310,241,,2,0,,0,,2,0,2,3,,,,,
C.A.P.I-DESAGUADERO_per_2017-07,506,,100,48,100,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,10,,312,632,53,1,100,100,1,1,920,738,589,589,,,,,11,19,1,48,375,268,,0,0,,0,,2,0,0,2,,,,,
C.A.P.I-DESAGUADERO_per_2017-08,512,,75,34,75,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6,,310,618,59,1,100,100,1,1,789,658,598,578,,,,,0,21,0,51,156,271,,0,0,,0,,2,0,4,1,,,,,
C.A.P.I-DESAGUADERO_per_2017-09,500,,82,45,82,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,311,640,73,1,100,100,1,1,716,599,628,556,,,,,2,20,1,49,366,283,,0,0,,0,,1,3,3,3,,,,,
C.A.P.I-DESAGUADERO_per_2017-10,510,,66,42,66,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,14,,311,658,45,1,100,100,1,1,1004,858,497,454,,,,,7,11,2,45,410,226,,1,0,,0,,1,3,0,2,,,,,
C.A.P.I-DESAGUADERO_per_2017-11,426,,48,26,48,1,84,84,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,306,622,48,1,100,100,1,1,639,519,361,332,,,,,4,7,1,17,237,304,,5,0,,0,,1,4,8,5,,,,,
C.A.P.I-DESAGUADERO_per_2017-12,521,,79,49,79,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,313,626,60,1,100,100,1,1,867,752,561,486,,,,,3,7,2,29,263,278,,5,0,,0,,1,8,4,0,,,,,
C.A.P.I-ECHARATE_per_2017-01,211,,176,68,176,1,42,42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,1,5,,,,,,,,,431,431,,,,,,,,0,,16,90,,,1,,,,,,4,,,,1,,,
C.A.P.I-ECHARATE_per_2017-02,128,,81,33,81,1,26,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,3,,,,,,,,,233,233,,,,,,,,4,,17,79,,,2,,,,,,5,,,,2,,,
C.A.P.I-ECHARATE_per_2017-03,181,,84,32,84,1,36,36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,,,,,,,,,343,343,,,,,,,,0,,9,100,,,2,,,,,,6,,,,2,,,
C.A.P.I-ECHARATE_per_2017-04,203,,97,60,97,1,40,40,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,2,,,,,,,,,361,361,,,,,,,,6,,21,94,,,2,,,,,,4,,,,2,,,
C.A.P.I-ECHARATE_per_2017-05,219,,86,46,86,1,44,44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,2,2,,,,,,,,,471,471,,,,,,,,0,,5,102,,,1,,,,,,2,,,,1,,,
C.A.P.I-ECHARATE_per_2017-06,192,,51,29,51,1,38,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,2,1,,,,,,,,,246,246,,,,,,,,1,,0,115,,,1,,,,,,4,,,,0,,,
C.A.P.I-ECHARATE_per_2017-07,216,,58,40,58,1,43,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,2,2,,,,,,,,,314,314,,,,,,,,0,,6,40,,,1,,,,,,3,,,,0,,,
C.A.P.I-ECHARATE_per_2017-08,237,,70,44,70,1,47,47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,2,2,,,,,,,,,338,338,,,,,,,,0,,16,137,,,1,,,,,,2,,,,1,,,
C.A.P.I-ECHARATE_per_2017-09,210,,56,31,56,1,42,42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2,0,,,,,,,,,296,296,,,,,,,,0,,8,95,,,0,,,,,,3,,,,2,,,
C.A.P.I-ECHARATE_per_2017-10,343,,72,45,72,1,69,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,3,4,3,,,,,,,,,522,522,,,,,,,,0,,13,105,,,0,,,,,,5,,,,2,,,
C.A.P.I-ECHARATE_per_2017-11,256,,52,32,52,1,51,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,3,2,,,,,,,,,344,344,,,,,,,,1,,10,100,,,1,,,,,,2,,,,1,,,
C.A.P.I-ECHARATE_per_2017-12,244,,42,30,42,1,49,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,0,,,,,,,,,320,320,,,,,,,,0,,0,92,,,1,,,,,,3,,,,1,,,
C.A.P.I-EL PEDREGAL_per_2017-01,1338,,1092,250,1092,3,267,267,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,45,,,45,,305,652,219,1,100,100,1,1,3158,2815,,,,,,,10,66,13,65,617,178,,6,4,,4,,1,2,,0,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-02,1031,,588,162,588,2,204,204,3,2,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,83,,,83,,214,473,119,1,68,68,1,1,2962,2587,,,,,,,3,20,16,9,370,131,,4,4,,0,,2,0,,0,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-03,1318,,579,224,579,3,260,260,3,3,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,67,,,67,,295,636,157,1,98,98,1,1,4208,3220,,,,,,,12,53,12,69,593,174,,13,0,,3,,2,0,,2,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-04,1302,,459,200,459,3,260,260,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,44,,,44,,276,552,120,1,92,92,1,1,3914,2967,,,,,,,6,0,7,59,499,158,,7,5,,3,,2,0,,0,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-05,1219,,415,190,415,3,244,244,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,58,,,58,,256,584,103,1,85,85,1,1,3752,3060,,,,,,,9,77,15,17,862,75,,15,4,,5,,2,2,,2,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-06,1500,,445,263,445,3,300,300,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,49,,,49,,294,586,107,1,97,97,1,1,4258,3651,,,,,,,8,52,9,11,695,84,,50,10,,6,,4,6,,8,,2,,,
C.A.P.I-EL PEDREGAL_per_2017-07,1471,,398,252,398,3,294,294,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,95,,,95,,266,531,114,1,88,88,1,1,4499,3795,,,,,,,13,80,20,12,727,135,,12,10,,10,,0,3,,0,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-08,1318,,295,187,295,3,262,262,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,40,,,40,,260,614,125,1,86,86,1,1,3915,3439,,,,,,,10,81,7,79,692,130,,2,11,,5,,3,6,,2,,2,,,
C.A.P.I-EL PEDREGAL_per_2017-09,1499,,313,207,313,3,300,300,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,62,,,62,,307,643,121,1,102,102,1,1,4639,4055,,,,,,,10,96,7,18,642,192,,4,6,,6,,3,6,,8,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-10,1100,,207,142,207,2,366,366,3,2,,,,,,,,,,,,,,,,,,,,3,3,,,,3,3,32,,,32,,287,583,103,1,92,92,1,1,2934,2506,,,,,,,12,80,11,15,658,110,,3,4,,9,,2,1,,8,,8,,,
C.A.P.I-EL PEDREGAL_per_2017-11,1216,,241,185,241,3,242,242,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,32,,,32,,293,568,95,1,96,96,1,1,3709,3228,,,,,,,12,72,12,30,563,230,,0,2,,4,,2,17,,4,,0,,,
C.A.P.I-EL PEDREGAL_per_2017-12,1279,,256,181,256,3,274,274,3,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,25,,,25,,255,511,97,1,85,85,1,1,3912,3417,,,,,,,31,92,24,36,648,192,,2,1,,7,,18,4,,2,,2,,,
C.A.P.I-HUALGAYOC_per_2017-01,535,,407,53,407,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,3,,0,3,0,376,829,126,1,90,100,1,1,783,643,529,529,22,22,39,39,5,10,4,23,210,,,0,,,0,,4,2,,6,,,,,
C.A.P.I-HUALGAYOC_per_2017-02,421,,195,20,195,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,9,,0,9,0,321,764,67,1,85,100,1,1,581,437,305,305,15,15,30,30,0,16,1,18,213,,,1,,,1,,4,4,,5,,,,,
C.A.P.I-HUALGAYOC_per_2017-03,539,,186,13,186,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,0,4,0,324,705,73,1,85,100,1,1,680,539,265,265,24,24,57,57,6,14,1,14,210,,,0,,,0,,3,5,,6,,,,,
C.A.P.I-HUALGAYOC_per_2017-04,440,,167,20,167,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,3,,0,3,0,232,466,32,1,85,90,1,1,519,400,290,290,16,16,24,24,0,0,1,18,200,,,0,,,0,,4,4,,3,,,,,
C.A.P.I-HUALGAYOC_per_2017-05,396,,156,36,156,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,9,,3,5,1,186,337,71,1,85,90,1,1,670,537,360,360,16,16,29,29,6,18,1,13,194,,,0,,,0,,6,4,,4,,,,,
C.A.P.I-HUALGAYOC_per_2017-06,434,,144,30,144,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,3,,2,1,0,227,317,126,1,85,90,1,1,489,413,301,301,22,22,38,38,0,13,0,12,225,,,0,,,5,,4,4,,3,,,,,
C.A.P.I-HUALGAYOC_per_2017-07,439,,119,43,119,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,1,0,0,206,309,95,1,85,90,1,1,555,502,399,399,19,19,43,43,0,0,1,19,205,,,0,,,5,,4,5,,5,,,,,
C.A.P.I-HUALGAYOC_per_2017-08,537,,140,52,140,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,1,0,0,292,674,146,1,100,100,1,1,951,892,322,322,15,15,28,28,6,12,2,20,208,,,0,,,0,,4,4,,4,,,,,
C.A.P.I-HUALGAYOC_per_2017-09,636,,139,51,139,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,3,,0,0,3,195,392,117,1,100,100,1,1,852,772,263,263,18,18,35,35,0,0,1,38,222,,,1,,,0,,4,3,,4,,,,,
C.A.P.I-HUALGAYOC_per_2017-10,614,,138,50,138,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,6,,0,4,2,228,458,90,1,100,100,1,1,783,638,282,282,26,26,45,45,8,7,0,25,204,,,0,,,0,,4,3,,7,,,,,
C.A.P.I-HUALGAYOC_per_2017-11,424,,91,42,91,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,4,,0,4,0,259,508,105,1,100,100,1,1,741,593,137,137,12,12,20,20,5,26,1,22,212,,,0,,,0,,4,5,,5,,,,,
C.A.P.I-HUALGAYOC_per_2017-12,502,,137,41,137,1,100,100,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,1,,0,1,0,247,474,135,1,100,100,1,1,730,657,78,78,13,13,25,25,0,23,1,18,180,,,0,,,0,,4,5,,5,,,,,
C.A.P.I-HUANCASANCOS_per_2017-01,277,,185,10,185,1,100,55,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,117,56,1,29,72,1,1,1201,954,,,,,,,1,16,0,0,368,,,3,,,5,,0,2,,2,,,,,
C.A.P.I-HUANCASANCOS_per_2017-02,215,,90,15,90,1,102,43,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,128,61,1,35,92,1,1,980,761,,,,,,,5,15,0,0,324,,,0,,,0,,0,0,,0,,,,,
C.A.P.I-HUANCASANCOS_per_2017-03,290,,113,21,113,1,100,58,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,357,76,1,55,100,1,1,1143,921,,,,,,,2,15,1,21,250,,,2,,,2,,0,2,,3,,,,,
C.A.P.I-HUANCASANCOS_per_2017-04,290,,88,20,88,1,100,58,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,249,53,1,36,108,1,1,1493,1222,,,,,,,2,13,0,20,271,,,4,,,2,,2,2,,4,,,,,
C.A.P.I-HUANCASANCOS_per_2017-05,373,,105,23,105,1,142,75,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,365,68,2,53,138,1,1,1456,1258,,,,,,,1,0,0,0,201,,,4,,,2,,2,0,,4,,,,,
C.A.P.I-HUANCASANCOS_per_2017-06,337,,68,18,68,1,94,67,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,294,47,1,47,74,1,1,1507,1278,,,,,,,0,0,0,0,242,,,5,,,3,,2,1,,3,,,,,
C.A.P.I-HUANCASANCOS_per_2017-07,392,,97,36,97,1,92,78,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,288,42,1,46,84,1,1,1611,1384,,,,,,,2,0,1,28,240,,,4,,,3,,4,0,,8,,,,,
C.A.P.I-HUANCASANCOS_per_2017-08,335,,67,31,67,1,97,67,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,302,49,1,48,86,1,1,1631,1436,,,,,,,2,19,0,20,207,,,8,,,3,,3,1,,5,,,,,
C.A.P.I-HUANCASANCOS_per_2017-09,339,,57,23,57,1,99,68,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,271,32,1,43,66,1,1,1543,1387,,,,,,,3,21,1,34,220,,,6,,,4,,0,2,,3,,,,,
C.A.P.I-HUANCASANCOS_per_2017-10,349,,50,25,50,1,98,70,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,306,31,1,49,88,1,1,1342,1136,,,,,,,3,17,1,30,218,,,7,,,2,,1,1,,0,,,,,
C.A.P.I-HUANCASANCOS_per_2017-11,291,,35,16,35,1,98,58,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,255,27,1,46,80,1,1,1297,1161,,,,,,,2,25,0,35,155,,,4,,,8,,2,4,,7,,,,,
C.A.P.I-HUANCASANCOS_per_2017-12,317,,39,21,39,1,104,63,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,269,17,1,40,90,1,1,1492,1295,,,,,,,3,0,1,48,115,,,6,,,6,,3,3,,7,,,,,
C.A.P.I-HUAYTARA_per_2017-01,399,,30,10,30,2,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2,7,,348,961,338,1,112,112,1,2,798,705,330,330,,,,,5,24,0,358,249,,,1,,,1,,8,2,,1,,0,,,
C.A.P.I-HUAYTARA_per_2017-02,481,,337,22,337,1,110,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4,6,,357,766,164,1,110,110,1,2,673,566,623,623,,,,,7,20,0,337,261,,,1,,,1,,10,1,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-03,712,,225,30,225,1,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0,7,,422,867,232,1,110,110,1,2,822,685,1061,1061,,,,,0,30,0,15,251,,,1,,,0,,5,3,,1,,5,,,
C.A.P.I-HUAYTARA_per_2017-04,731,,157,20,157,1,145,145,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,2,12,,391,699,138,1,150,150,1,2,573,470,1043,1043,,,,,7,25,1,157,302,,,2,,,1,,5,3,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-05,567,,85,10,85,1,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,4,,405,707,89,1,150,150,1,2,818,672,856,856,,,,,7,28,1,91,343,,,2,,,0,,0,3,,1,,0,,,
C.A.P.I-HUAYTARA_per_2017-06,596,,170,4,170,1,105,105,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,0,,315,633,65,1,100,100,1,2,945,815,838,838,,,,,6,24,1,170,371,,,1,,,1,,0,3,,2,,0,,,
C.A.P.I-HUAYTARA_per_2017-07,636,,98,4,98,1,120,120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,,382,730,35,1,100,100,1,2,1087,989,1116,1116,,,,,8,18,0,98,445,,,1,,,0,,0,2,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-08,621,,69,5,69,1,120,120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,1,13,,341,789,36,1,100,100,1,2,1197,1003,1069,1069,,,,,9,22,1,69,385,,,1,,,1,,0,0,,4,,0,,,
C.A.P.I-HUAYTARA_per_2017-09,662,,82,13,82,1,120,120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,,410,860,39,1,130,130,1,2,1175,1079,968,968,,,,,9,24,1,82,414,,,0,,,1,,0,0,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-10,587,,54,4,54,1,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,0,,412,914,28,1,130,130,1,2,1093,936,661,661,,,,,7,0,1,54,368,,,1,,,1,,0,2,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-11,586,,52,7,52,1,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,0,,424,931,28,1,140,140,1,2,1043,901,672,672,,,,,10,23,1,52,368,,,2,,,2,,2,1,,3,,0,,,
C.A.P.I-HUAYTARA_per_2017-12,598,,48,8,48,1,110,110,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,0,,306,677,14,1,100,100,1,2,851,721,649,649,,,,,7,22,0,48,286,,,4,,,1,,3,2,,2,,0,,,
C.A.P.I-ILABAYA_per_2017-01,170,,123,11,123,1,34,34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,390,50,1,43,43,1,1,187,160,,,,,0,,3,30,0,1,100,,,,,,0,,2,0,,0,,,,,
C.A.P.I-ILABAYA_per_2017-02,160,,90,21,90,1,32,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,540,50,1,60,60,1,1,137,111,,,,,0,,1,13,2,1,92,,,,,,0,,3,0,,0,,,,,
C.A.P.I-ILABAYA_per_2017-03,305,,116,50,116,1,61,61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,438,45,1,58,58,1,1,185,168,,,,,0,,4,27,3,2,130,,,,,,0,,2,0,,0,,,,,
C.A.P.I-ILABAYA_per_2017-04,350,,140,57,140,1,70,70,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,430,40,1,56,56,1,1,235,219,,,,,0,,4,21,1,2,94,,,,,,0,,2,0,,0,,,,,
